央视频道,#genre#
足球,rtsp://115.153.230.145/PLTV/88888888/224/3221227019/86502107.smil
军事,rtsp://115.153.230.145/PLTV/88888888/224/3221227038/86502156.smil
地理,rtsp://115.153.230.145/PLTV/88888888/224/3221227040/86502111.smil
解密,rtsp://115.153.230.145/PLTV/88888888/224/3221227023/86502069.smil
星影,rtsp://115.153.230.145/PLTV/88888888/224/3221227042/86502073.smil
爱体育高清,rtsp://115.153.230.145/PLTV/88888888/224/3221227044/86502115.smil
爱上4K,rtsp://115.153.230.145/PLTV/88888888/224/3221227025/86502164.smil

儿童频道,#genre#
金鹰卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221226972/80382319.smil
炫动卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225583/iptv7982.smil
卡酷卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225566/iptv101695.smil
嘉佳卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225588/10000100000000060000000000140157_0.smil
动画,rtsp://115.153.230.145/PLTV/88888888/224/3221227009/86502150.smil
好学生,rtsp://115.153.254.81/PLTV/88888888/224/3221227026/86441141.smil
早教,rtsp://115.153.230.145/PLTV/88888888/224/3221227007/86441065.smil
