央视频道-电信,#genre#
中国教育4 标清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225937/index.m3u8

CCTV1,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225618/index.m3u8?
CCTV2,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225643/index.m3u8?
超级综艺,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225768/index.m3u8?
CCTV4,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225621/index.m3u8?
超级体育,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225767/index.m3u8?
CCTV5+,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225706/index.m3u8?
超级电影,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225766/index.m3u8?
CCTV7,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225644/index.m3u8?
超级电视剧,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225765/index.m3u8?
CCTV9,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225646/index.m3u8?
CCTV10,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225636/index.m3u8?
CCTV11,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8?
CCTV12,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225637/index.m3u8?
CCTV13,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225638/index.m3u8?
CCTV14,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225640/index.m3u8?
CCTV15,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225641/index.m3u8?
CCTV16,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8?
CCTV17,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225908/index.m3u8?
英语新闻,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225747/index.m3u8?
CGTN,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225645/index.m3u8?
CNC中文,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226297/index.m3u8?
CNC英文,http://zxrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226298/index.m3u8?


收费频道-移动,#genre#
CCTV兵器科技,http://117.169.26.2:6610/PLTV/88888910/224/3221226321/index.m3u8
CCTV兵器科技,http://117.169.26.2:6610/PLTV/88888888/224/3221226321/2/index.m3u8
CCTV第一剧场,http://117.169.26.2:6610/PLTV/88888910/224/3221226284/index.m3u8
CCTV第一剧场,http://117.169.26.2:6610/PLTV/88888888/224/3221226284/2/index.m3u8
CCTV电视指南,http://117.169.26.2:6610/PLTV/88888910/224/3221226359/index.m3u8
CCTV电视指南,http://117.169.26.2:6610/PLTV/88888888/224/3221226359/2/index.m3u8
CCTV风云剧场,http://117.169.26.2:6610/PLTV/88888888/224/3221226315/2/index.m3u8
CCTV风云剧场,http://117.169.26.2:6610/PLTV/88888910/224/3221226315/index.m3u8
CCTV风云音乐,http://117.169.26.2:6610/PLTV/88888910/224/3221226287/index.m3u8
CCTV风云音乐,http://117.169.26.2:6610/PLTV/88888888/224/3221226287/2/index.m3u8
CCTV风云足球,http://117.169.26.2:6610/PLTV/88888888/224/3221226302/2/index.m3u8
CCTV风云足球,http://117.169.26.2:6610/PLTV/88888910/224/3221226302/index.m3u8
CCTV高尔夫网球,http://117.169.26.2:6610/PLTV/88888888/224/3221226299/2/index.m3u8
CCTV高尔夫网球,http://117.169.26.2:6610/PLTV/88888910/224/3221226299/index.m3u8
CCTV怀旧剧场,http://117.169.26.2:6610/PLTV/88888888/224/3221226318/2/index.m3u8
CCTV怀旧剧场,http://117.169.26.2:6610/PLTV/88888910/224/3221226318/index.m3u8
CCTV女性时尚,http://117.169.26.2:6610/PLTV/88888888/224/3221226293/2/index.m3u8
CCTV女性时尚,http://117.169.26.2:6610/PLTV/88888910/224/3221226293/index.m3u8
CCTV世界地理,http://117.169.26.2:6610/PLTV/88888910/224/3221226290/index.m3u8
CCTV世界地理,http://117.169.26.2:6610/PLTV/88888888/224/3221226290/2/index.m3u8
CCTV央视台球,http://117.169.26.2:6610/PLTV/88888910/224/3221226339/index.m3u8
CCTV央视台球,http://117.169.26.2:6610/PLTV/88888888/224/3221226339/2/index.m3u8
CCTV央视文化精品,http://117.169.26.2:6610/PLTV/88888910/224/3221226296/index.m3u8
CCTV央视文化精品,http://117.169.26.2:6610/PLTV/88888888/224/3221226296/2/index.m3u8
国际频道-移动,#genre#
新华全球连线,http://117.169.26.2:6610/PLTV/88888910/224/3221226298/index.m3u8
新华全球连线,http://117.169.26.2:6610/PLTV/88888888/224/3221226298/2/index.m3u8
新华社,http://117.169.26.2:6610/PLTV/88888888/224/3221226297/2/index.m3u8
新华社,http://117.169.26.2:6610/PLTV/88888910/224/3221226297/index.m3u8
CGTN阿语,http://117.169.26.2:6610/PLTV/88888888/224/3221226279/2/index.m3u8
CGTN阿语,http://117.169.26.2:6610/PLTV/88888910/224/3221226279/index.m3u8
CGTN阿语,http://117.169.26.2:6610/PLTV/88888910/224/3221226364/index.m3u8
CGTN阿语,http://117.169.26.2:6610/PLTV/88888888/224/3221226364/2/index.m3u8
CGTN俄语,http://117.169.26.2:6610/PLTV/88888910/224/3221226282/index.m3u8
CGTN俄语,http://117.169.26.2:6610/PLTV/88888888/224/3221226282/2/index.m3u8
CGTN俄语,http://117.169.26.2:6610/PLTV/88888910/224/3221226367/index.m3u8
CGTN俄语,http://117.169.26.2:6610/PLTV/88888888/224/3221226367/2/index.m3u8
CGTN法语,http://117.169.26.2:6610/PLTV/88888910/224/3221226276/index.m3u8
CGTN法语,http://117.169.26.2:6610/PLTV/88888888/224/3221226276/2/index.m3u8
CGTN法语,http://117.169.26.2:6610/PLTV/88888888/224/3221226344/2/index.m3u8
CGTN法语,http://117.169.26.2:6610/PLTV/88888910/224/3221226344/index.m3u8
CGTN纪录,http://117.169.26.2:6610/PLTV/88888888/224/3221225645/2/index.m3u8
CGTN纪录,http://117.169.26.2:6610/PLTV/88888888/224/3221226260/2/index.m3u8
CGTN纪录,http://117.169.26.2:6610/PLTV/88888910/224/3221226260/index.m3u8
CGTN纪录,http://117.169.26.2:6610/PLTV/88888910/224/3221225645/index.m3u8
CGTN纪录,http://117.169.26.2:6610/PLTV/88888888/224/3221226341/2/index.m3u8
CGTN纪录,http://117.169.26.2:6610/PLTV/88888910/224/3221226341/index.m3u8
CGTN西语,http://117.169.26.2:6610/PLTV/88888910/224/3221226273/index.m3u8
CGTN西语,http://117.169.26.2:6610/PLTV/88888888/224/3221226273/2/index.m3u8
CGTN西语,http://117.169.26.2:6610/PLTV/88888888/224/3221226372/2/index.m3u8
CGTN西语,http://117.169.26.2:6610/PLTV/88888910/224/3221226372/index.m3u8
CGTN英语 ,http://117.169.26.2:6610/PLTV/88888910/224/3221226369/index.m3u8
CGTN英语,http://117.169.26.2:6610/PLTV/88888888/224/3221226347/2/index.m3u8
CGTN英语,http://117.169.26.2:6610/PLTV/88888910/224/3221226347/index.m3u8
CGTN英语,http://117.169.26.2:6610/PLTV/88888888/224/3221225747/2/index.m3u8
CGTN英语,http://117.169.26.2:6610/PLTV/88888910/224/3221225747/index.m3u8
CGTN英语,http://117.169.26.2:6610/PLTV/88888888/224/3221226369/2/index.m3u8
数字精品-移动,#genre#
CHC动作电影,http://117.169.26.2:6610/PLTV/88888910/224/3221226308/index.m3u8
CHC动作电影,http://117.169.26.2:6610/PLTV/88888888/224/3221226308/2/index.m3u8
CHC家庭影院,http://117.169.26.2:6610/PLTV/88888888/224/3221226319/2/index.m3u8
CHC家庭影院,http://117.169.26.2:6610/PLTV/88888910/224/3221226319/index.m3u8
CHC影迷电影,http://117.169.26.2:6610/PLTV/88888888/224/3221226305/2/index.m3u8
CHC影迷电影,http://117.169.26.2:6610/PLTV/88888910/224/3221226305/index.m3u8
NewTV超级电视剧,http://117.169.26.2:6610/PLTV/88888910/224/3221225765/index.m3u8
NewTV超级电视剧,http://117.169.26.2:6610/PLTV/88888910/224/3221225625/index.m3u8
NewTV超级电视剧,http://117.169.26.2:6610/PLTV/88888888/224/3221225625/2/index.m3u8
NewTV超级电视剧,http://117.169.26.2:6610/PLTV/88888888/224/3221225765/2/index.m3u8
NewTV超级电影,http://117.169.26.2:6610/PLTV/88888888/224/3221225766/2/index.m3u8
NewTV超级电影,http://117.169.26.2:6610/PLTV/88888888/224/3221225623/2/index.m3u8
NewTV超级电影,http://117.169.26.2:6610/PLTV/88888910/224/3221225766/index.m3u8
NewTV超级电影,http://117.169.26.2:6610/PLTV/88888910/224/3221225623/index.m3u8
NewTV超级体育,http://117.169.26.2:6610/PLTV/88888888/224/3221225622/2/index.m3u8
NewTV超级体育,http://117.169.26.2:6610/PLTV/88888910/224/3221225622/index.m3u8
NewTV超级体育,http://117.169.26.2:6610/PLTV/88888910/224/3221225767/index.m3u8
NewTV超级体育,http://117.169.26.2:6610/PLTV/88888888/224/3221225767/2/index.m3u8
NewTV超级综艺,http://117.169.26.2:6610/PLTV/88888910/224/3221225768/index.m3u8
NewTV超级综艺,http://117.169.26.2:6610/PLTV/88888910/224/3221225620/index.m3u8
NewTV超级综艺,http://117.169.26.2:6610/PLTV/88888888/224/3221225620/2/index.m3u8
NewTV超级综艺,http://117.169.26.2:6610/PLTV/88888888/224/3221225768/2/index.m3u8
NewTV潮妈辣婆,http://117.169.26.2:6610/PLTV/88888910/224/3221225708/index.m3u8
NewTV潮妈辣婆,http://117.169.26.2:6610/PLTV/88888888/224/3221225708/2/index.m3u8
NewTV东北热剧,http://117.169.26.2:6610/PLTV/88888910/224/3221226202/index.m3u8
NewTV东北热剧,http://117.169.26.2:6610/PLTV/88888888/224/3221226202/2/index.m3u8
NewTV古装剧场,http://117.169.26.2:6610/PLTV/88888910/224/3221225678/index.m3u8
NewTV古装剧场,http://117.169.26.2:6610/PLTV/88888888/224/3221225678/2/index.m3u8
NewTV欢乐剧场,http://117.169.26.2:6610/PLTV/88888888/224/3221226210/2/index.m3u8
NewTV欢乐剧场,http://117.169.26.2:6610/PLTV/88888910/224/3221226210/index.m3u8
NewTV家庭剧场,http://117.169.26.2:6610/PLTV/88888888/224/3221225713/2/index.m3u8
NewTV家庭剧场,http://117.169.26.2:6610/PLTV/88888910/224/3221225713/index.m3u8
NewTV精品大剧,http://117.169.26.2:6610/PLTV/88888888/224/3221225714/2/index.m3u8
NewTV精品大剧,http://117.169.26.2:6610/PLTV/88888910/224/3221225714/index.m3u8
NewTV精品萌宠,http://117.169.26.2:6610/PLTV/88888910/224/3221226245/index.m3u8
NewTV精品萌宠,http://117.169.26.2:6610/PLTV/88888888/224/3221226245/2/index.m3u8
NewTV精品体育,http://117.169.26.2:6610/PLTV/88888910/224/3221225709/index.m3u8
NewTV精品体育,http://117.169.26.2:6610/PLTV/88888888/224/3221225709/2/index.m3u8
NewTV精品综艺,http://117.169.26.2:6610/PLTV/88888910/224/3221225711/index.m3u8
NewTV精品综艺,http://117.169.26.2:6610/PLTV/88888888/224/3221225711/2/index.m3u8
NewTV军旅剧场,http://117.169.26.2:6610/PLTV/88888910/224/3221225669/index.m3u8
NewTV军旅剧场,http://117.169.26.2:6610/PLTV/88888888/224/3221225669/2/index.m3u8
NewTV军事评论,http://117.169.26.2:6610/PLTV/88888888/224/3221225757/2/index.m3u8
NewTV军事评论,http://117.169.26.2:6610/PLTV/88888910/224/3221225757/index.m3u8
NewTV农业致富,http://117.169.26.2:6610/PLTV/88888888/224/3221225670/2/index.m3u8
NewTV农业致富,http://117.169.26.2:6610/PLTV/88888910/224/3221225670/index.m3u8
NewTV炫舞未来,http://117.169.26.2:6610/PLTV/88888888/224/3221225707/2/index.m3u8
NewTV炫舞未来,http://117.169.26.2:6610/PLTV/88888910/224/3221225707/index.m3u8
NewTV怡伴健康,http://117.169.26.2:6610/PLTV/88888910/224/3221225666/index.m3u8
NewTV怡伴健康,http://117.169.26.2:6610/PLTV/88888888/224/3221225666/2/index.m3u8
NewTV中国功夫,http://117.169.26.2:6610/PLTV/88888888/224/3221225660/2/index.m3u8
NewTV中国功夫,http://117.169.26.2:6610/PLTV/88888910/224/3221225660/index.m3u8
精品影视,http://117.169.26.2:6610/PLTV/88888888/224/3221225712/2/index.m3u8
精品影视,http://117.169.26.2:6610/PLTV/88888910/224/3221225712/index.m3u8
畅想影院,http://117.169.26.2:6610/PLTV/88888910/224/3221226300/index.m3u8
畅想影院,http://117.169.26.2:6610/PLTV/88888888/224/3221226300/2/index.m3u8
品质大剧,http://117.169.26.2:6610/PLTV/88888910/224/3221226266/index.m3u8
品质大剧,http://117.169.26.2:6610/PLTV/88888888/224/3221226266/2/index.m3u8
追番必看,http://117.169.26.2:6610/PLTV/88888888/224/3221226269/2/index.m3u8
追番必看,http://117.169.26.2:6610/PLTV/88888910/224/3221226269/index.m3u8
动画世界,http://117.169.26.2:6610/PLTV/88888910/224/3221226272/index.m3u8
动画世界,http://117.169.26.2:6610/PLTV/88888888/224/3221226272/2/index.m3u8
黑莓电影,http://117.169.26.2:6610/PLTV/88888910/224/3221225769/index.m3u8
黑莓电影,http://117.169.26.2:6610/PLTV/88888910/224/3221225764/index.m3u8
黑莓电影,http://117.169.26.2:6610/PLTV/88888888/224/3221225764/2/index.m3u8
黑莓电影,http://117.169.26.2:6610/PLTV/88888888/224/3221225769/2/index.m3u8
黑莓动画,http://117.169.26.2:6610/PLTV/88888888/224/3221225672/2/index.m3u8
黑莓动画,http://117.169.26.2:6610/PLTV/88888910/224/3221225672/index.m3u8
睛彩广场舞,http://117.169.26.2:6610/PLTV/88888910/224/3221226238/index.m3u8
睛彩广场舞,http://117.169.26.2:6610/PLTV/88888888/224/3221226238/2/index.m3u8
睛彩竞技,http://117.169.26.2:6610/PLTV/88888910/224/3221226243/index.m3u8
睛彩竞技,http://117.169.26.2:6610/PLTV/88888888/224/3221226243/2/index.m3u8
睛彩篮球,http://117.169.26.2:6610/PLTV/88888888/224/3221226240/2/index.m3u8
睛彩篮球,http://117.169.26.2:6610/PLTV/88888910/224/3221226241/index.m3u8
睛彩篮球,http://117.169.26.2:6610/PLTV/88888888/224/3221226241/2/index.m3u8
睛彩篮球,http://117.169.26.2:6610/PLTV/88888910/224/3221226240/index.m3u8
睛彩青少,http://117.169.26.2:6610/PLTV/88888888/224/3221226261/2/index.m3u8
睛彩青少,http://117.169.26.2:6610/PLTV/88888910/224/3221226261/index.m3u8
咪咕赛事,http://117.169.26.2:6610/PLTV/88888910/224/3221226235/index.m3u8
咪咕赛事,http://117.169.26.2:6610/PLTV/88888888/224/3221226235/2/index.m3u8

卫视频道-移动,#genre#
凤凰香港,http://39.135.140.104:6610/PLTV/88888888/224/3221226251/1/index.m3u8?fmt=ts2hls
凤凰中文,http://39.135.140.104:6610/PLTV/88888888/224/3221226248/1/index.m3u8?fmt=ts2hls
凤凰资讯,http://39.135.140.104:6610/PLTV/88888888/224/3221226274/1/index.m3u8?fmt=ts2hls

凤凰香港,http://117.169.26.2:6610/PLTV/88888910/224/3221226251/index.m3u8
凤凰香港,http://117.169.26.2:6610/PLTV/88888888/224/3221226251/2/index.m3u8
凤凰中文,http://117.169.26.2:6610/PLTV/88888888/224/3221226248/2/index.m3u8
凤凰中文,http://117.169.26.2:6610/PLTV/88888910/224/3221226248/index.m3u8
凤凰资讯,http://117.169.26.2:6610/PLTV/88888910/224/3221226274/index.m3u8
凤凰资讯,http://117.169.26.2:6610/PLTV/88888888/224/3221226274/2/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226352/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226352/2/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225691/2/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225737/2/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225541/index.m3u8
安徽卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225541/2/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225674/2/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225600/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225600/2/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225673/2/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225543/2/index.m3u8
北京卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225543/index.m3u8
兵团卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226200/index.m3u8
兵团卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226200/2/index.m3u8
兵团卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225530/2/index.m3u8
兵团卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225530/index.m3u8
大湾区卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226203/2/index.m3u8
大湾区卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226203/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225489/2/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225659/2/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225659/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225489/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225658/2/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225561/2/index.m3u8
东方卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225561/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225585/2/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225585/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226326/2/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225657/2/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226326/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225552/2/index.m3u8
东南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225552/index.m3u8
甘肃卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226358/2/index.m3u8
甘肃卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225724/2/index.m3u8
甘肃卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226358/index.m3u8
甘肃卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225536/2/index.m3u8
甘肃卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225536/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225701/2/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225597/2/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225597/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225742/2/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225558/index.m3u8
广东卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225558/2/index.m3u8
广西卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225731/2/index.m3u8
广西卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226211/index.m3u8
广西卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225731/index.m3u8
广西卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226211/2/index.m3u8
广西卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225551/index.m3u8
广西卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225551/2/index.m3u8
贵州卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225483/2/index.m3u8
贵州卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225728/2/index.m3u8
贵州卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225483/index.m3u8
贵州卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225537/2/index.m3u8
贵州卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225537/index.m3u8
海南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226212/index.m3u8
海南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226212/2/index.m3u8
海南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225722/2/index.m3u8
海南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225548/index.m3u8
海南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225548/2/index.m3u8
河北卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225732/2/index.m3u8
河北卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225610/index.m3u8
河北卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225610/2/index.m3u8
河北卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225544/index.m3u8
河北卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225544/2/index.m3u8
河南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226196/2/index.m3u8
河南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225611/index.m3u8
河南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226196/index.m3u8
河南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225611/2/index.m3u8
河南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225545/index.m3u8
河南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225545/2/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225716/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225586/2/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225586/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225716/2/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225690/2/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225736/2/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225542/index.m3u8
黑龙江卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225542/2/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225596/2/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225596/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225699/2/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225740/2/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225490/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225704/2/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225490/2/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225745/2/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225550/2/index.m3u8
湖北卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225550/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225555/2/index.m3u8
湖南卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225555/index.m3u8
吉林卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226355/index.m3u8
吉林卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225680/2/index.m3u8
吉林卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226355/2/index.m3u8
吉林卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225553/index.m3u8
吉林卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225553/2/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225488/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225702/2/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225488/2/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225743/2/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225582/index.m3u8
江苏卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225582/2/index.m3u8
康巴卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226263/index.m3u8
康巴卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221226207/index.m3u8
康巴卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226263/2/index.m3u8
康巴卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221226207/2/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225696/2/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225601/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225601/2/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225735/2/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225547/index.m3u8
辽宁卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225547/2/index.m3u8
内蒙古卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225667/2/index.m3u8
内蒙古卫视,http://117.169.26.2:6610/PLTV/88888888/224/3221225533/2/index.m3u8
内蒙古卫视,http://117.169.26.2:6610/PLTV/88888910/224/3221225533/index.m3u8
